#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"اعْتَقَدَ/يَعْتَقِدُ","croire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890840_200105_1936_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"أَعْلَمُ","plus savant","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890841_200105_1936_42.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"أَنْجى/يُنْجي","sauver","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890842_200105_1936_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"جاهَدَ/يُجاهِدُ","lutter contre, forcer à","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890843_200105_1937_08.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"خالِقٌ/ون","créateur (s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890844_200105_1937_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"شَعَرَ/يَشْعُرُ","ressentir, avoir conscience","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890845_200105_1937_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"صاحَبَ/يُصاحِبُ","accompagner, rester avec","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890846_200105_1937_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"طاعَةٌ","obéissance","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890847_200105_1937_22.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مَخْلوقٌ","créature","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890848_200105_1937_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مَعْروفٌ","ce qui est connu, convenable (le bien)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890849_200105_1937_29.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"أَسْرَفَ/يُسْرِفُ","gaspiller, abuser","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890850_200105_1937_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"ثَمَرٌ/ثِمارٌ-ثَمَراتٌ","fruits","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890851_200105_1937_39.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"حَبٌّ/حُبوبٌ","grain(s),","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890852_200105_1937_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"سَحَرَ/يَسْحَرُ","ensorceler","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890853_200105_1937_47.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"سَعادَةٌ","bonheur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890854_200105_1937_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مِفتاحٌ/مَفاتِحُ-مَفاتيحُ","clé(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890855_200105_1937_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مَنْبَعٌ","source","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890856_200105_1937_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مَهْما","quoique, quelque","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890857_200105_1938_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"اعْتَبَرَ/يَعْتَبِرُ","tirer une leçon de","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890858_200105_1938_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"أَنْفٌ/آنافٌ","nez","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890859_200105_1938_10.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"آياتٌ مُفَصَّلاتٌ","signes explicites","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890860_200105_1938_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"بَلاءٌ","malheur, épreuve","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890861_200105_1938_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"تَعِبَ/يَتْعَبُ","se fatiguer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890862_200105_1938_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"تَلِفَ/يَتْلَفُ","s'avarier, se consumer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890863_200105_1938_27.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"ثَوْبٌ/ثِيابٌ","vêtement(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890864_200105_1938_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"جَرادٌ","sauterelles","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890865_200105_1938_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"حَقْلٌ/حُقولٌ","champs","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890866_200105_1938_38.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"خامِسٌ","cinquième","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890867_200105_1938_42.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"دَواءٌ/أَدْوِيَةٌ","médicament(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890868_200105_1938_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"رُعافٌ","saignement de nez","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890869_200105_1938_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"شَعْرٌ","cheveux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890870_200105_1938_56.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"ضَعُفَ/يَضْعُفُ","s'affaiblir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890871_200105_1939_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"ضِفْدِعٌ/ضَفادِعُ","grenouille(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890872_200105_1939_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"طَبيبٌ/أَطِبّاءُ","médecin(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890873_200105_1939_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"عِلاجٌ","remède","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890874_200105_1939_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"عَهْدٌ/عُهُودٌ","Promesse(s), engagement(s), pacte(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890875_200105_1939_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"فاضَ/يَفيضُ","déborder","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890876_200105_1939_37.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"فَشا/يَفْشو","se propager","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890877_200105_1939_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"قُمَّلٌ","vermine, poux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890878_200105_1939_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"قَمْلٌ","poux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890879_200105_1939_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"كَشَفَ/يَكْشِفُ","découvrir, dévoiler, dissiper","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890880_200105_1939_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مُفَصَّلٌ","détaillé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890881_200105_1939_57.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"مَلْبَسٌ/مَلابِسُ","habit(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890882_200105_1940_01.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"نَقَضَ/يَنقُضَ","annuler, rompre, casser, détruire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890883_200105_1940_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::08_Tableau_102-104"
"ارْتَفَعَ/يَرْتَفِعُ","s'élever","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890963_200105_2000_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"البَحْرُ الأَحْمَرُ","la mer Rouge","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890964_200105_2000_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"أَلَمٌ","douleur","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890965_200105_2000_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"انْفَلَقَ/يَنْفَلِقُ","se fendre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890966_200105_2000_28.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"تَزَلْزَلَ/يَتَزَلْزَلُ","trembler, être ébranlé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890967_200105_2000_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"خُروجٌ","sortie, l'exode","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890968_200105_2000_35.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"دَبَّرَ/يُدَبِّرُ","organiser","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890969_200105_2000_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"ذاقَ/يَذوقُ","goûter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890970_200105_2000_47.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"سِبْطٌ/أَسْباطٌ","tribu(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890971_200105_2000_50.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"سَرى/يَسْري بِـ","emmener en voyage nocturne","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890972_200105_2000_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"شَرْقٌ","est","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890973_200105_2000_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"شَمالٌ","nord","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890974_200105_2001_01.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"صِنْفٌ/صُنوفٌ","sorte(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890975_200105_2001_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"غُبارٌ","poussière","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890976_200105_2001_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"نَحْوَ","vers","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890977_200105_2001_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"هَوانٌ","mépris, abaissement","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890978_200105_2001_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"أَظَلَّ/يُظِلُّ","couvrir, faire de l'ombre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890979_200105_2001_18.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"انْفَجَرَ/يَنْفَجِرُ","jaillir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890980_200105_2001_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"تَوْبَةٌ","repentir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890981_200105_2001_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"جَزِعَ/يَجْزَعُ","s'inquiéter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890982_200105_2001_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"جُوعٌ","faim","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890983_200105_2001_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"حَلْوى","douceur, gâteau, mets sucré","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890984_200105_2001_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"خَلْفٌ","derrière, à la suite","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890985_200105_2001_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"سَلوى","(les) cailles","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890986_200105_2001_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"سُهولَةٌ","facilité","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890987_200105_2001_52.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"ضَيْفٌ/ضُيوفٌ","invité(s), hôte(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890988_200105_2001_55.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"غَرَقٌ","noyade","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890989_200105_2002_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"غَمامٌ","nuages blanchâtres","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890990_200105_2002_04.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"مَنُّ","(la) manne","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890991_200105_2002_07.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"مُنْتَصَفٌ","milieu de","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129890992_200105_2002_11.mp3]","Qissas_an-nabiyîn_(4ème_année)::09_Tableau_105-106"
"أَدنى","plus vil, plus proche","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891042_200105_2002_17.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"اسْتَبْدَلَ/يَسْتَبْدِلُ","échanger","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891043_200105_2002_20.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"اسْتَهْزَأَ/يَسْتَهْزِئُ","se moquer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891044_200105_2002_24.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"اشْتَهى/يَشْتَهي","désirer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891045_200105_2002_29.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"أَعانَ/يُعينُ","aider","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891046_200105_2002_32.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"إلهِيٌّ","divin","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891047_200105_2002_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"إنكارٌ","réprobation","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891048_200105_2002_41.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"اهْتَدى/يَهْتَدي","être guidé","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891049_200105_2002_45.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"بَدَّلَ/يُبَدِّلُ","changer","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891050_200105_2002_48.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"بَصَلٌ","oignon","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891051_200105_2002_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"بَقْلٌ/بُقولٌ","légume(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891052_200105_2002_55.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"بَيَّنَ/يُبَيِّنُ","éclaicir, montrer, définir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891053_200105_2002_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"تَشَكٍّ","plainte","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891054_200105_2003_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"حادِثٌ/حادِثَةٌ/حَوادِثُ","événement(s), nouveau(x), fait(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891055_200105_2003_06.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"حَدَثَ/يَحْدُثُ","arriver","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891056_200105_2003_09.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"حِطَّةٌ","rémission, absolution","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891057_200105_2003_15.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"حَيْثُ","là où","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891058_200105_2003_18.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"خالَفَ/يُخالِفُ","enfreindre, aller à l'encontre de","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891059_200105_2003_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"خُضْرَةٌ/خُضَرٌ","légume(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891060_200105_2003_26.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"خُلُقٌ/أَخْلاقٌ","caractère(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891061_200105_2003_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"سُؤالٌ/أَسْئِلَةٌ","question(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891062_200105_2003_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"سَئِمَ/يَسْأَمُ","se lasser","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891063_200105_2003_42.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"ضِدٌّ","contraire","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891064_200105_2003_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"عُبودِيَّةٌ","esclavage","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891065_200105_2003_49.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"عِتابٌ","reproche","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891066_200105_2003_53.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"عَدَسٌ","lentille","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891067_200105_2003_56.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"فُومٌ/ثَوم","ail","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891068_200105_2004_00.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"قِثّاءٌ","concombre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891069_200105_2004_03.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"لَبِثَ/يَلْبَثُ - ما لَبِثَ أن","rester, ne pas tarder à","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891070_200105_2004_07.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"مُسْتَهزِئٌ/مُسْتَهزِئون","railleur(s), moqueur(s),narquois","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891071_200105_2004_10.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"مِصْرٌ/أَمْصارٌ","ville(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891072_200105_2004_13.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"مُعانِدٌ/مُعانِدون","têtu","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891073_200105_2004_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::10_Tableau_107"
"أَصْفَرُ/صَفْراءُ","jaune","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891293_200106_1301_34.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"الْتَبَسَ/يَلْتَبِسُ","être équivoque,douteux","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891294_200106_1301_39.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"تَشابَهَ/يَتَشابَهُ","être ambigü, se ressembler, se confondre","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891295_200106_1301_43.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"جُزْءٌ/أَجْزاءٌ","morceau(x), partie(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891296_200106_1301_46.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"حِراثَةٌ","labourage","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891297_200106_1301_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"حَسَنٌ","beau","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891298_200106_1301_54.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"سِقايَةٌ","arrosage","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891299_200106_1301_59.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"عَيبٌ/عُيوبٌ","défaut(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891300_200106_1302_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"غالٍ","cher","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891301_200106_1302_08.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"كاد/يَكادُ","être prêt de, avoir failli","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891303_200106_1302_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"لَونٌ/أَلْوانٌ","couleur(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891304_200106_1302_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"مُسَخَّرٌ","exploité(e), soumis(e) à","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891305_200106_1302_19.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"مُسَلَّمٌ","indemne, livré(e)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891306_200106_1302_22.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"مَعْرِفَةٌ","connaissance","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891307_200106_1302_27.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"مَقْتولٌ","tué","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891308_200106_1302_30.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"مُهْتَدٍ/مُهْتَدون","bien guidé(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891309_200106_1302_33.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"هُزُوٌ","moquerie","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891310_200106_1302_36.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"احتاجَ/يَحْتاجُ","avoir besoin","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891311_200106_1302_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"أَشْرَقَ/يُشْرِقُ","briller, éclairer, se lever","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891312_200106_1302_44.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"إفراطٌ","excès","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891313_200106_1302_47.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"أُولو الأمر","gouvernants","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891314_200106_1302_51.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"تَرْبِيَةٌ","éducation","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891315_200106_1302_55.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"تَفْريطٌ","négligence","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891316_200106_1302_58.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"حَدٌّ/حُدودٌ","limite(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891318_200106_1303_02.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"خُرافَةٌ/خُرافَات","légende(s), superstition(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891319_200106_1303_05.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"شَريعَةٌ/شَرائِعُ","loi(s), loi(s) divine(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891320_200106_1303_08.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"عَبِثَ/يَعْبَثُ","se jouer de, endommager","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891321_200106_1303_12.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"عَقيدَةٌ/عَقائِدُ","croyance(s)","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891322_200106_1303_16.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"كِبَرٌ","vieillesse","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891323_200106_1303_20.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"هَوًى","passion, désir","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891324_200106_1303_23.mp3]","Qissas_an-nabiyîn_(4ème_année)::11_Tableau_108-109"
"أَتَمَّ/يُتِمُّ","compléter","[sound:qissas-an-nabiyin-4eme-annee_1345340c_129891487_200106_1314_40.mp3]","Qissas_an-nabiyîn_(4ème_année)::12_Tableau_110-111"
